number,text,label
train-1340,"Pro-European campaigners accused ministers of failing to take preparations for Brexit seriously enough on Thursday, after a committee of lawmakers published the government s sector-by-sector analysis on the impact of leaving the European Union. The analyses have become a focal point for critics of the government s approach to Brexit since last year s referendum vote to leave. The government revealed in October the 58 economic sectors  it had analyzed to help it prepare for leaving, but refused requests to publish them. Brexit minister David Davis said the reports contained  excruciating detail  and that their publication could undermine negotiations with the EU. However, lawmakers demanded to see the papers and used an unusual parliamentary procedure to compel the government to hand them over to a parliamentary committee. The committee published them on Thursday, but with some sensitive sections redacted.  There is little or nothing in them that couldn t be learned from the annual reports of different trade bodies,  said Pat McFadden, a member of the committee and spokesman for the Open Britain campaign group.  Breezy busking won t cut it when people s jobs and livelihoods are on the line. Winging it should not be a matter of principle,  the opposition Labour Party lawmaker said.  Since his initial remarks, Davis has stressed that the work does not constitute a formal impact assessment - a detailed document setting out the economic implications of policy decisions. He said earlier this month that it was too soon for such work to have been conducted.  The documents released on Thursday cover sectors from asset management to tourism, describing each sector, the current EU regulatory regime and a summary of how trade is conducted in these areas. A section entitled  sector views  was redacted by the committee. Non-profit organization The Energy and Climate Intelligence Unit, which has previously warned of the risks posed by leaving the EU, also criticized the documents.  What leaps out at you is the total absence of analysis. Search, and you do not find,  said the organization s director Richard Black.  ",0
train-1341,"One of the main parties behind Afghanistan s Western-backed government warned President Ashraf Ghani that it could withdraw its support unless he reversed the dismissal of one of its most powerful regional governors this week. The warning from the Jamiat-e Islami party came after Ghani removed Atta Mohammad Noor as governor of Balkh, a strategic northern province bordering Afghanistan s Central Asian neighbors Turkmenistan, Uzbekistan and Tajikistan. Describing the dismissal as a  unilateral decision  by Ghani, Jamiat s leadership called into question the legitimacy of the unity government formed after a disputed presidential election of 2014.  If the presidential palace does not reconsider its one-sided action which is misusing the presence of the international community, Jamiat-e Islami will nullify the national unity government agreement and will employ all options to defend the legitimate rights of the people,  the party leadership said in a statement. The man named as Atta Noor s replacement, Mohammad Daoud, also from Jamiat, said he would not take up the position until the situation had been resolved.  I want to stay out of it for now,  he told Reuters. The standoff adds to an already clouded political climate in Afghanistan, where the United States has announced a stepped-up military effort to break a stalemate with the Taliban and force a settlement to 16 years of conflict. Long-delayed parliamentary elections, officially scheduled for next year, are now in doubt and an array of political leaders both inside and outside the government are positioning themselves ahead of a presidential election in 2019. Ghani s government retains strong international backing but has faced increasing pressure from opposition groups and debilitating tension within its ranks between allies of Ghani and government Chief Executive Abdullah Abdullah, a senior Jamiat leader. However, Jamiat is itself divided and it remains unclear what approach will be taken by Abdullah, who was Ghani s rival in 2014 before taking the specially created post of chief executive in a U.S.-brokered power-sharing deal. Abdullah, who has regularly clashed with Atta Noor, has made no public comment on his dismissal. The move to oust Atta Noor, one of a group of powerful regional strongmen, followed calls from politicians including former President Hamid Karzai for a loya jirga, or grand assembly of elders and political leaders to discuss the future of the government. This month, Atta Noor was prevented from attending a meeting in the southern city of Khandahar to discuss the loya jirga proposal. As the political uncertainty has deepened, tension between Pashtuns and ethnic Tajiks, Afghanistan s two largest ethnic groups, as well as others including ethnic Uzbeks and the mainly Shi ite Hazara minority, have worsened. Many in Jamiat, a mainly northern, ethnic Tajik party, see Ghani as a Pashtun nationalist bent on concentrating power in his own office while Jamiat s own opponents see the party as a base for old-style warlords who undermine national unity. ",0
train-1342,"Hundreds of police sealed off part of central Vienna on Monday as Austria became the only western European country with a far-right party in power, but protests against the swearing-in proved small and largely peaceful. Conservative Sebastian Kurz, who is just 31, became chancellor in a coalition with the far right two months after winning a parliamentary election with a hard line on immigration after Austria was swept up in Europe s refugee crisis in 2015. The last time the anti-immigration Freedom Party (FPO) entered government in Austria, demonstrations were so big that the cabinet took a tunnel from the chancellery to the swearing-in ceremony at the president s office across the street. There was no need for that this time as, almost 18 years on and to a significantly more muted reaction, the country once again became an exception among its peers, but in a very different European political landscape. Protests nearby drew only a fraction of the tens of thousands who gathered in 2000 - and criticism from across the continent has also been more restrained. Police wore riot gear and stationed two water cannon at the main protest site.  We will certainly not be going underground to the Hofburg, but rather with our heads held high in the street,  FPO leader Heinz-Christian Strache said earlier in an interview with regional newspapers. He was referring to the former imperial palace that houses the president s office. This time, police cleared a large area around the head of state s office, keeping several thousand protesters about 100 meters (110 yards) away in a nearby square. Chants could be heard as the new ministers from the FPO and the conservative People s Party crossed the street quietly to the ceremony. The coalition deal hands control of much of Austria s security apparatus to the FPO, which came third in the election with 26 percent.  Any crime committed in Austria is one too many,  FPO Chairman Herbert Kickl said as he assumed his new position of interior minister. The FPO was also given the foreign and defense ministries. The agreement, which made Strache vice chancellor, includes plans to cut public spending and taxes and curb benefits for refugees.  I fear a total shift to the right, a hardening of the domestic political climate and incitement against outsiders,  said 69-year-old protester Wolfgang Pechlaner. Police said 1,500 officers were deployed. People marched peacefully, carrying placards saying  Nazis out  and chanting  Strache is a fascist . Police put the number of protesters at 5,000-6,000 and said three arrests were made. Organizers put the turnout as high as 10,000. By late afternoon, the crowds had dispersed. The FPO s success made it an outlier in Europe in the 1990s when it was led by the late Joerg Haider.  Now it is one of many anti-establishment parties gaining ground in Europe. Its allies and sister parties this year entered the German parliament and made the French presidential run-off. Swearing in the government, President Alexander Van der Bellen highlighted safeguards built into the coalition agreement.  We have achieved a clear consensus that (involvement in) Europe or the European Union and continuity in our foreign policy as well as respecting our fundamental rights and freedoms are important fundamental principles,  he said. That was a reference to the coalition having ruled out a referendum on EU membership, and to Austria s support for EU sanctions against Russia despite the FPO s pro-Moscow stance. The FPO, founded in the 1950s by former Nazis, has backed away from calling for a vote on EU membership. It and Kurz s conservatives want the EU to focus on fewer tasks, like securing external borders, and hand more powers back to member states. France and Germany were cautious about future ties with Vienna.  We will follow how the EU policy of Austria develops,  German Chancellor Angela Merkel said.  Chancellor (Sebastian) Kurz has the intention of being an active partner in Europe, and I am glad of that. We have lots of problems to solve in Europe.   Israel was also less than effusive about dealing with a Foreign Ministry controlled by the FPO, which has courted Jewish voters with limited success.  Israel will hold working contacts with the operational echelons of the (Austrian) government departments that are headed by ministers from the Freedom Party,  Israel s Foreign Ministry said in a statement.  Israel wishes to underline its total commitment to fighting anti-Semitism and commemorating the Holocaust.  Kurz travels to Brussels on Tuesday to meet European Commission President Jean-Claude Juncker and Council President Donald Tusk.   ",0
train-1343,"Billionaire conservative Sebastian Pinera will begin a second term as Chile s president in March with a strong mandate after trouncing his center-left opponent in Sunday s election, and local markets soared on hopes of more investor-friendly policies. Still, Pinera will face a divided Congress and an upstart leftist coalition that has promised to fight his plans to lower taxes and  refine  the progressive policies undertaken by outgoing center-left President Michelle Bachelet. Pinera s previous stint as president, from 2010 to 2014, was marked by huge student protests. Speaking to reporters after meeting with Bachelet on Monday, Pinera struck a tone of unity, saying he would work to form a  broad cabinet, of continuity and change.   Chile s peso strengthened more than 2 percentage points against the dollar on Monday, while the IPSA stock index hit an all-time high and was up nearly 7 percent, as investors bet on more business-friendly policies under a Pinera administration.  Chile is the world s top copper producer and the country s vast mining industry is also counting on Pinera s support. The business magnate has promised to cut red tape and has pledged support and stable funding for state-run miner Codelco, saying the company is  reinventing itself  and needs investment.  Codelco needs strong management and must improve its efficiency,  he told reporters. With his nine-percentage point win over center-left senator Alejandro Guillier in Sunday s runoff presidential election, Pinera, 68, won more votes than any presidential candidate since Chile s return to democracy in 1990. It was the biggest ever loss for the center-left coalition that has dominated Chile s politics since the end of Augusto Pinochet s dictatorship. Other South American countries including Argentina, Peru and Brazil have also shifted to the political right in recent years.  The results of a first round vote and a congressional election last month pointed to a more divided country, however. Far-left candidate Beatriz Sanchez captured 20 percent of votes, nearly as many as the more moderate Guillier, suggesting some dissatisfaction with Chile s long-standing free-market model. Guillier on Sunday acknowledged the  harsh defeat  and urged his supporters to defend Bachelet s progressive policies, which have included overhauls of tax, labor and education laws in an effort to fight persistent inequality in one of South America s most developed economies. Pinera said Bachelet had confirmed she plans to present parliament with a bill to recast Chile s dictatorship-era constitution before her term ends in March.  Such a change was also a key campaign promise of Guillier. Pinera said he agreed on  perfecting it (the constitution) but in a climate of unity.   Pinera s Chile Vamos party has 72 of 155 representatives in the lower house, more than any other bloc. Still, without an outright majority in either chamber of the legislature, Pinera s supporters will have to form alliances to pass most laws.  Sanchez s coalition earned its first senate seat and around 20 seats in the lower house in November s election.  The Frente Amplio commits to continuing to work for a changing Chile, with more rights and more democracy,  she wrote in a tweet congratulating Pinera, referring to the leftist Broad Front party. Efforts by Pinera s ideological allies in Brazil and Argentina to reduce fiscal deficits by cutting spending and reforming pension systems have faced political opposition and sparked protests in recent months.  What I think he s going to do is perfect Bachelet s reforms, make them more effective, more efficient, maybe help out business a little bit more,  said analyst Kenneth Bunker, of political research group Tresquintos.  But he ll be cutting around the edges, he s not going to have power in Congress to do everything he would otherwise.  Pinera has sought to strike a conciliatory tone.  In a speech at his home following his meeting with Bachelet, he said,  Yesterday Chileans handed us a great victory. But I will be the president of all the Chileans, both those who voted for me and those who voted for Alejandro Guillier.  ",0
train-1344,"President Donald Trump will lay out a new U.S. national security strategy on Monday based on his  America First  policy and will, among other items, make clear that China is a competitor, two senior U.S. officials said on Saturday. Trump has praised Chinese President Xi Jinping while also demanding that Beijing increase pressure on North Korea over its nuclear program and to change trade practices to make them more favorable to the United States. The  national security strategy, to be rolled out in a speech by Trump, should not be seen as an attempt to contain China but rather to offer a clear-eyed look at the challenges China poses, said the officials, who spoke on condition of anonymity. The strategy, which was still being drafted, may also reverse Democratic President Barack Obama s declaration in September 2016 that climate change is a threat to security, one official said. Trump, a Republican, is to lay out his foreign policy priorities, and will emphasize his commitment to  America First  policies such as building up the U.S. military, confronting Islamist militants and realigning trade relationships to make the United States more competitive, the officials said. ",0
train-1345,"French President Emmanuel Macron said on Sunday he would not follow Germany s example by phasing out nuclear energy in France because his priority was to cut carbon emissions and shut down polluting coal-fired production.  I don t idolize nuclear energy at all. But I think you have to pick your battle. My priority in France, Europe and internationally is CO2 emissions and (global) warming,  he told France 2 television in an interview.     Macron, who has worked to establish his role as a global leader since his election win in May, presided over a climate summit in Paris last week to breathe new life into a collective effort to fight climate change. But renewable energy only amounts to a tiny share of French electricity production, which is dominated by nuclear for 75 percent of it.  Nuclear is not bad for carbon emissions, it s even the most carbon-free way to produce electricity with renewables,  Macron said. The 39-year old, who has sought to forge strong ties with German Chancellor Angela Merkel, did not show any enthusiasm for her decision to phase out nuclear energy, one of her landmark policies.  What did the Germans do when they shut all their nuclear in one go?,  Macron said.  They developed a lot of renewables but they also massively reopened thermal and coal. They worsened their CO2 footprint, it wasn t good for the planet. So I won t do that.  Macron said he wanted to boost the growth of renewable energy but would wait for the French nuclear watchdog s opinion before shutting ageing nuclear reactors or upgrading others. The ASN nuclear regulator said last month it would rule on a potential lifespan extension of France s 58 nuclear reactors - all operated by state-owned EDF - in 2020-21.  This is what we ll base our decisions on,  Macron said.  So it ll be rational. So in the face of that, we ll have to shut some plants. Maybe we ll have to modernize others,  he said. ",0
train-1346,"If European leaders earned points for the amount of time they spend at summits, French President Emmanuel Macron would probably top the rankings this week.  A two-day gathering in Brussels - with talks running past midnight on Thursday - was merely the icing on the cake for Macron, who had already hosted a global climate conference and a counter-terrorism summit in the past four days.  He certainly comes with a lot of energy and ideas,  one European Council official said of the 39-year-old, who in seven months in office has earned a reputation for burning the candle at both ends, stretching his youthful staff.   We just hope we can find a way to channel it.  The question is, is it delivering results? When it comes to Europe, the report card is so far mixed, although that s not necessarily Macron s fault.  During his election campaign and early months in office, he put euro zone reform at the heart of his program, hoping to work hand-in-hand with Germany and other member states on it. But the German election in September weakened Chancellor Angela Merkel s position and she is still trying to put together a coalition, a process unlikely to be completed before March. Without her, Macron lacks a partner to push things along.    The discussions he wanted to have on ideas like a separate budget for the single currency area have been pushed back, an acknowledgement that the timing is not right. There are talks on migration, security and defense, all topics addressed by EU leaders on Thursday, but progress is slow and halting, particularly on migration, which led to divisive discussions late into the night. Macron, who in recent weeks has made trips to Africa, met Middle East leaders and brokered the return of Lebanese Prime Minister Saad Hariri from Saudi Arabia, is at the heart of all the exhausting debates. He may want to steer a course somewhere between former President Nicolas Sarkozy, whose hyperactive EU style drove some partners to distraction, and his immediate predecessor Francois Hollande, who was at times considered too low-key.  His energy is much appreciated, especially after the blow of Brexit, but he must also try to stay a bit realistic,  said a diplomat, mentioning that Macron had managed to raise the Ukraine crisis, the Middle East, euro zone reform and demands that the bloc offer more social protection to citizens. One problem the former investment banker faces is that getting 28 EU leaders to agree on a single course of action is always hard. When he acts outside the EU bubble, he has arguably had more success. His One Planet summit this week drew new green pledges from corporations and international organizations, keeping the battle against climate change high up the global agenda. An unscheduled stop in Saudi Arabia last month for talks with Crown Prince Mohammad bin Salman helped clinch the release of Hariri, who flew to Paris and then back to Lebanon, where he withdrew his resignation as prime minister. Macron has in some ways taken the international reins at a time when several Western leaders are otherwise engaged - Britain s Theresa May is tied up with Brexit, Merkel is bogged down in coalition politics and President Donald Trump s first year in office has been chaotic and unpredictable. His main rival for geopolitical engagement is Russian President Vladimir Putin, who has invited him to be guest of honor at the economic forum in St. Petersburg next May. No confirmation yet of whether Macron will find the time to go. ",0
train-1347,"French President Emmanuel Macron delivered a bleak assessment on the global fight against climate change to dozens of world leaders and company executives on Tuesday, telling them:  We are losing the battle .  We re not moving quickly enough. We all need to act,  Macron said, seeking to breathe new life into a collective effort that was weakened this summer when President Donald Trump said he was pulling the United States out of an international accord brokered in the French capital two years ago.  Macron, who has worked to establish his role as a global leader since his sweeping election win in May, said modern-day science was revealing with each day the danger that global warming posed to the planet, he said.   We are losing the battle,  he said, urging a new phase in the fight against global warming. France announced a raft of 12 non-binding commitments, from a $300 million pledge to fight desertification to accelerating the transition toward a decarbonized economy. But there was no headline promise likely to reassure poor nations on the sharp end of climate change that they will be better able to cope.     Public and private financial institutions pledged to channel more funds to spur the transition to a green economy and investors said they would pressure corporate giants to shift toward more ecologically friendly strategies. Among the commitments, more than 200 institutional investors with $26 trillion in assets under management said on Tuesday they would step up pressure on the world s biggest corporate greenhouse gas emitters to combat climate change. That, they said, would be more effective than threatening to pull the plug on their investments in companies, which include Coal India (COAL.NS), Gazprom (GAZP.MM), Exxon Mobil (XOM.N) and China Petroleum & Chemical Corp (600028.SS). The European Commission, meanwhile, said it was  looking positively  at plans to reduce capital requirements for environmentally-friendly investments by banks in a bid to boost the green economy. Climate change is causing more frequent and severe flooding, droughts, storms and heatwaves as average global temperatures rise to new records, sea ice melts in the Arctic and sea levels rise.  Developing nations say the rich are lagging with a commitment dating back to 2009 to provide $100 billion a year by 2020 - from public and private sources alike - to help them switch from fossil fuels to greener energy sources and adapt to the effects of climate change. On Tuesday, the European Commission announced 9 billion euros worth of investments targeting sustainable cities, sustainable energy and sustainable agriculture for Africa and EU neighborhood countries. Yet the United Nations Environment Programme says the cost of adapting to climate change in developing countries could rise to between $280 billion and $500 billion per year by 2050.  Despite the hype, the One Planet summit is delivering little for the world s people who are the most vulnerable to climate change,  said Brandon Wu, director of policy and campaigns at ActionAid USA.  Rich countries continue to pretend that new schemes for businessmen to increase their profits will be the center of the solution for the poor.    Macron used the eve of the summit to award 18 grants to foreign climate scientists, most of whom are currently U.S.-based, to come and work in France.  ",0
train-1348,"Between 1880 and 1980, the global annual temperature increased at a rate of 0.13 degrees Fahrenheit (0.07 degrees Celsius) per decade, on average. Since 1981, the rate of increase has sped up, to 0.32 degrees F (0.18 degrees C) per decade. This has led to an overall 3.6 degrees F (2 degrees C) increase in global average temperature today compared to the preindustrial era. In 2019, the average global temperature over land and ocean was 1.75 degrees F (0.95 degrees C) above the 20th-century average. That made 2019 the second hottest year on record, trailing only 2016. ",0
train-1349,"Since the beginning of the Industrial Revolution, humans have been rapidly changing the balance of gases in the atmosphere. Burning fossil fuels like coal and oil releases water vapor, carbon dioxide (CO2), methane (CH4), ozone and nitrous oxide (N2O), the primary greenhouse gases. Carbon dioxide is the most common greenhouse gas. Between about 800,000 years ago and the beginning of the Industrial Revolution, CO2's presence in the atmosphere amounted to about 280 parts per million (ppm, meaning there were about 208 molecules of CO2 in the air per every million air molecules). As of 2018 (the last year when full data are available), the average CO2 in the atmosphere was 407.4 ppm, according to the National Centers for Environmental Information. ",0
train-1350,"CO2 makes its way into the atmosphere through a variety of routes. Burning fossil fuels releases CO2 and is, by far, the biggest U.S. contribution to emissions that warm the globe. According to the 2018 EPA report, U.S. fossil fuel combustion, including electricity generation, released just over 5.8 billion tons (5.3 billion metric tons) of CO2 into the atmosphere in 2016. Other processes — such as nonenergy use of fuels, iron and steel production, cement production, and waste incineration — boost the total annual CO2 release in the U.S. to 7 billion tons (6.5 billion metric tons).",0
train-1351,"Australia’s Great Barrier Reef has experienced its third mass bleaching event in five years. For the first time, all three sections of the reef have been severely affected.

The damage occurred in February when the reef was exposed to the hottest month of water temperatures on record.

Aerial surveys conducted by Terry Hughes at James Cook University in Australia and his colleagues during the last two weeks of March revealed that 25 per cent of the reef had been severely bleached and 35 per cent moderately bleached. The northern, central, and southern sections of the reef were all hit.


Severe bleaching also struck in 1998, 2002, 2016 and 2017, but was confined to one or two sections. This is the first time that all three sections have simultaneously experienced severe bleaching, says Hughes. “It’s heartbreaking.""",0
train-1352,"Some of the most immediate impacts of global warming are beneath the waves. Oceans act as carbon sinks, which means they absorb dissolved carbon dioxide. That's not a bad thing for the atmosphere, but it isn't great for the marine ecosystem. When carbon dioxide reacts with seawater, the pH of the water declines (that is, it becomes more acidic), a process known as ocean acidification. This increased acidity eats away at the calcium carbonate shells and skeletons that many ocean organisms depend on for survival. These creatures include shellfish, pteropods and corals, according to NOAA.",0
train-1353,"Climate change's devastating impacts are inescapable, marked in vanishing glaciers and crumbling ice sheets. Scientists recently found that devastating storms have become wetter in recent years due to climate change, and this trend could continue in the coming decades if the planet keeps heating up.  

What's more, the runaway warming happening on Earth right now is unfolding faster than any other climate change event in the past 2,000 years, Live Science previously reported. ",0
train-1354,"Four people were killed and seven were missing after a Philippine ferry with 251 people on board capsized during bad weather on Thursday near the capital, Manila, disaster officials and a coastguard spokesman said. Accidents involving boats sailing between the many islands of the Philippines are common. Vessels are often overloaded but the coastguard said that was not the case on Thursday and the ferry had the capacity to carry 286 people. A total of 240 people were rescued from the sea by fishermen and rescue boats sent out by the coastguard hours after the ferry capsized and sank, about eight miles off Real town in Quezon province.  Search and rescue operations will continue until all crew and passengers are accounted for,  said coastguard spokesman Captain Armand Balilo. Most of the rescued passengers were brought to Dinahican port. Two men and two women drowned, he said. The ferry set sail at around dawn from a port in Real. Survivors told reporters the weather turned bad three hours later with strong winds and huge waves. The ferry began taking in water and in minutes it capsized and sank, they said. Disaster officials said search and rescue operations were hampered by heavy rain and huge waves caused by a tropical storm affecting the southern Philippines. A tropical storm is expected to make landfall on the southern island of Mindanao late Thursday or early on Friday. The weather bureau has warned of extensive flooding and landslides as the storm, packing center winds of 65 kph (40 mph), approaches the Philippines.  ",0
train-1355,"Thousands of Romanians protested in freezing weather across the country on Sunday against attempts by the ruling Social Democrats to overhaul the judiciary, which critics said would threaten the rule of law. In Bucharest, an estimated 4,000 protesters marched from government headquarters to parliament, where lawmakers will begin debating changes on Monday to the criminal code. Earlier this month, the Social Democrats used their solid majority to approve a judicial overhaul in the lower house that threatens to put the justice system under political control. The senate is expected to approve the bills next week. The European Commission, the U.S. State Department, the country s centrist president and thousands of magistrates have criticized the changes to judicial legislation, saying they could derail the rule of law. The government denies this is the case. Outside parliament, the marchers chanted  Thieves  nest  and  We want justice, not corruption  under sleet and rain. Thousands more protested in the cities of Iasi, Cluj, Timisoara and others. Attempts by the ruling Social Democrats to change anti-corruption legislation have taken place on and off throughout 2017 in one of the European Union s most corrupt states. Romania s anti-corruption prosecution unit has sent 72 deputies and senators to trial since 2006 alongside cabinet ministers, a sitting Prime Minister and hundreds of mayors and other public officials. The speakers of parliament s lower house and senate are both currently on trial in separate cases. ",0
train-1356,"A mudslide on Saturday tore through a small village in southern Chile near a popular national park, leaving five people dead and at least 15 missing after a night of torrential downpours, authorities said. A video taken from a helicopter by Chilean police showed a vast swath of the remote town of Villa Santa Lucia, near Chaiten in coastal Patagonia, buried beneath the mud as the landslide plowed its way down a flooded river valley. Four Chileans and a male tourist whose name and nationality have not been disclosed were died in the mudslide, authorities said.  Rescue workers were continuing to search through the debris for at least 15 people. The mudslide also destroyed a school and several homes and roadways as well as a voting center ahead of Chile s presidential election on Sunday. President Michelle Bachelet declared the area a disaster zone.  I have ordered rescue workers to put all the necessary resources toward protecting the people of Villa Santa Lucia,  she said on social media. More than 4.5 inches (11.4 cm) of rain fell in 24 hours, the country s Interior Ministry said, but weather conditions were expected to improve later in the day. Villa Santa Lucia borders Chile s Corcovado National Park, a popular tourist region of volcanoes, fjords and vast forests. The nearby Chaiten volcano erupted in 2008, forcing the evacuation of thousands of residents. ",0
train-1357,"U.S. Secretary of State Rex Tillerson offered to begin direct talks with North Korea without pre-conditions, backing away from a key U.S. demand that Pyongyang must first accept that giving up its nuclear arsenal would be part of any negotiations. Tillerson s new diplomatic overture comes nearly two weeks after North Korea said it had successfully tested a breakthrough intercontinental ballistic missile (ICBM) that put the entire United States mainland within range of its nuclear weapons.  Let s just meet,  Tillerson said in a speech to Washington s Atlantic Council think tank on Tuesday.   The White House later issued an ambiguous statement that left unclear whether President Donald Trump - who has said Tillerson was wasting his time pursuing dialogue with North Korea - had given his approval for the speech.  The president s views on North Korea have not changed,  the White House said.  North Korea is acting in an unsafe way ... North Korea s actions are not good for anyone and certainly not good for North Korea.  In Beijing, Chinese Foreign Ministry spokesman Lu Kang said China welcomed all efforts to ease tension and promote dialogue to resolve the problem.  China hopes the United States and North Korea can meet each other halfway and take meaningful steps on dialogue and contact, he told reporters. Ahead of Tillerson s speech, North Korean leader Kim Jong Un vowed to develop more nuclear weapons while personally decorating scientists and officials who contributed to the development of Pyongyang s most advanced ICBM, state media said on Wednesday. Kim said on Tuesday the scientists and workers would continue manufacturing  more latest weapons and equipment  to  bolster up the nuclear force in quality and quantity , the KCNA news agency said. While reiterating Washington s long-standing position that it cannot tolerate a nuclear-armed North Korea, Tillerson said the United States was  ready to talk any time they re ready to talk , but there would first have to be a  period of quiet  without nuclear and missile tests. United Nations political affairs chief Jeffrey Feltman, who visited Pyongyang last week, said senior North Korean officials did not offer any type of commitment to talks, but he believed he left  the door ajar .  Time will tell what was the impact of our discussions, but I think we have left the door ajar and I fervently hope that the door to a negotiated solution will now be opened wide,  Feltman told reporters after briefing the U.N. Security Council on Tuesday. Not everyone is ready for talks.  Japan has advocated a strategy of pressuring North Korea through sanctions to give up its nuclear weapons. Tokyo and Washington are in  100 percent  agreement on that stance, Chief Cabinet Secretary Yoshihide Suga said on Wednesday, when asked about Tillerson s comments. A former Japanese diplomat said that, while a diplomatic solution was the  only acceptable solution , now was not the time for talks.  We have to see the effects of sanctions on life in North Korea,  the former diplomat, who asked not to be identified, told Reuters.  I heard that they are having a serious impact on everyday life. Let s wait and see. If we were to hint anything for dialogue, we d be losing clout.  South Korea continued military exercises with the United States to check military readiness, exercises the North describes as preparation for war. The South s army said separately on Wednesday it conducted a successful air-to-air missile firing drill from Apache helicopters. Tillerson also disclosed the United States had been talking to China about how to secure North Korea s nuclear weapons in the event of a collapse of the government in Pyongyang. He said Beijing had been given assurances that if U.S. forces had to cross into North Korea they would pull back across the border into the South. Chinese spokesman Lu would not directly answer a question about those comments, but said China had always clearly told all its interlocutors on the issue that  There can be neither war nor chaos  on the Korean peninsula. Tillerson made clear that the United States wants to resolve the North Korea standoff through peaceful diplomacy and, in terms far more tempered than Trump s recent threats against Pyongyang, offered to hold exploratory talks.  We can talk about the weather if you want,  he said.  We can talk about whether it s going to be a square table or a round table. Then we can begin to lay out a map, a road map, of what we might be willing to work towards.      Tillerson - whose influence has appeared to wane within the administration - said Trump  has encouraged our diplomatic efforts . Trump said on Twitter in October that Tillerson was  wasting his time trying to negotiate with Little Rocket Man , using his derisive nickname for Kim. North Korea, for its part, has made clear it has little interest in negotiations with the United States until it has developed the ability to hit the U.S. mainland with a nuclear-tipped missile, something most experts say it has still not proved. Tillerson also said the United States was working to tighten enforcement of international sanctions against North Korea, especially further measures that China can apply, and that Washington had a full menu of military options if such a response was needed. Daryl Kimball, executive director of the non-partisan Arms Control Association, said Tillerson s proposal was overdue but added,  In order to get to such talks going, the U.S. side as well as North Korea must demonstrate more restraint. ",0
train-1358,"A P&O ferry with more than 300 people on board which had run aground in Calais harbor in northern France has been refloated and all passengers have disembarked, a P&O Ferries spokesman said on Sunday.  The Dover-bound  Pride of Kent  had run aground on a sand bank around midday as she tried to leave the Calais harbor in stormy weather. Nobody was injured.  The ship, supported by two tug boats, was refloated as the tide came in early evening and all passengers have disembarked. The spokesman said most passengers would continue their journey to the UK on other P&O ferries tonight, while some would stay overnight in Calais on P&O s expense. UK-based P&O operates 20 ferries which carry nine million passengers per year between France, Belgium, The Netherlands and across the Irish Sea. ",0
train-1359,"German police on Tuesday arrested an Afghan citizen on suspicion of smuggling migrants by sea from Turkey to Greece resulting in the death of several dozen people when the boat sank, federal police and prosecutors said. The man is believed to have been on board the smugglers  boat which had 90 migrants on board when it capsized in poor weather in January 2016, federal police and prosecutors in the northwestern city of Osnabrueck said in a joint statement. Only 24 of the people on board were rescued. The Greek coastguard retrieved 35 bodies from the water, while the rest remain missing, they said. Germany, the main destination for migrants in Europe, has been prosecuting individuals suspected of belonging to the smuggling rings that charge thousands of euros for the short sea journey from Turkey to Greece. The suspect arrested in Osnabrueck, who was not named in the statement, was saved and presented himself to Greek authorities as a refugee before seeking asylum in Germany in a month later. ",0
train-1360,"Zimbabwe s new president Emmerson Mnangagwa swore in his cabinet on Monday, with allies defending him against criticism for giving top posts to the generals who helped his rise to power. Sworn in as president on Nov. 24 after 93-year-old Robert Mugabe quit following a de facto military coup, Mnangagwa has also come under fire for bringing back several faces from the Mugabe era, including Patrick Chinamasa as finance minister. Air Marshall Perrance Shiri, who was handed the sensitive land portfolio, defended his appointment in remarks to reporters after a simple ceremony to take oaths of office.  Who says military people should never be politicians? I m a Zimbabwean so I have every right to participate in government,  he said. Shiri is feared and loathed by many Zimbabweans as the former commander of the North Korean-trained  5 Brigade  that played a central role in ethnic massacres in Matabeleland in 1983 in which an estimated 20,000 people were killed. Land is a central political issue in the southern African country, where reforms in the early 2000s led to the violent seizure of thousands of white-owned farms and hastened an economic collapse.  Another military figure is foreign minister Sibusiso Moyo, whom most Zimbabweans remember as the khaki-clad general who went on state television in the early hours of Nov. 15 to announce the military takeover. He declined to discuss the cabinet with Reuters, saying he had yet to get into his new office. Assembling a cabinet has not been without mishaps. Mnangawa dropped his initial pick as education minister on Saturday, 24 hours after appointing him, after a public outcry and reshuffled two others to meet a Constitutional requirement that all but five ministers be Members of Parliament. This has left the information portfolio vacant after he named Chris Mutsvangwa, the influential leader of the war veterans  association, as special advisor to the president. Mutsvangwa has defended the cabinet, which at 22 is smaller than Mugabe s 33-strong team, saying the two military appointments were not unique to Zimbabwe. He also said Mnangagwa had  engaged  the opposition MDC party about taking part in an  inclusive  government, but its leader Morgan Tsvangirai had blocked it   a claim disputed by the MDC.  As far as we are concerned there was no contact whatsoever between President Mnangagwa, ZANU-PF and our party regarding the possibility of inclusion or involvement of our members in the government,  MDC Vice President Nelson Chamisa told Reuters. ",0
